tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
brendan	this study:10.1029/2018GC007946		0.4	228.6	-4.8	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.226e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-66	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	66	pmagpy-4.2.100	cr423c-czb	u	2022-04-19T19:24:00Z	0	0.0	0.0	0.0	9	733.0
brendan	this study:10.1029/2018GC007946		0.7	228.2	-4.5	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.234e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-67	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	67	pmagpy-4.2.100	cr423c-czb	u	2022-04-20T11:54:00Z	0	0.0	0.0	0.0	10	743.0
brendan	this study:10.1029/2018GC007946		0.5	227.5	-4.5	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.277e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-68	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	68	pmagpy-4.2.100	cr423c-czb	u	2022-04-20T13:51:00Z	0	0.0	0.0	0.0	11	753.0
brendan	this study:10.1029/2018GC007946		0.4	227.8	-4.5	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.28e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-69	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	69	pmagpy-4.2.100	cr423c-czb	u	2022-04-20T15:59:00Z	0	0.0	0.0	0.0	12	758.0
brendan	this study:10.1029/2018GC007946		0.6	226.5	-4.4	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.333e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-70	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	70	pmagpy-4.2.100	cr423c-czb	u	2022-04-21T18:18:00Z	0	0.0	0.0	0.0	13	763.0
brendan	this study:10.1029/2018GC007946		0.4	226.7	-4.5	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.294e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-71	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	71	pmagpy-4.2.100	cr423c-czb	u	2022-04-26T12:25:00Z	0	0.0	0.0	0.0	14	768.0
brendan	this study:10.1029/2018GC007946		0.8	226.0	-4.6	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.31e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-72	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	72	pmagpy-4.2.100	cr423c-czb	u	2022-04-26T15:00:00Z	0	0.0	0.0	0.0	15	773.0
brendan	this study:10.1029/2018GC007946		0.6	225.8	-4.4	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.317e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-73	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	73	pmagpy-4.2.100	cr423c-czb	u	2022-04-26T17:23:00Z	0	0.0	0.0	0.0	16	778.0
brendan	this study:10.1029/2018GC007946		0.5	225.8	-4.6	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.255e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-74	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	74	pmagpy-4.2.100	cr423c-czb	u	2022-04-26T19:54:00Z	0	0.0	0.0	0.0	17	783.0
brendan	this study:10.1029/2018GC007946		0.8	224.7	-4.8	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.211e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-75	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	75	pmagpy-4.2.100	cr423c-czb	u	2022-04-27T12:17:00Z	0	0.0	0.0	0.0	18	788.0
brendan	this study:10.1029/2018GC007946		0.8	222.8	-4.7	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.066e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-76	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	76	pmagpy-4.2.100	cr423c-czb	u	2022-04-27T15:00:00Z	0	0.0	0.0	0.0	19	793.0
brendan	this study:10.1029/2018GC007946		0.4	223.8	-5.4	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		2.542e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-77	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	77	pmagpy-4.2.100	cr423c-czb	u	2022-04-27T19:28:00Z	0	0.0	0.0	0.0	20	803.0
brendan	this study:10.1029/2018GC007946		0.4	223.4	-7.9	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		1.591e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-78	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	78	pmagpy-4.2.100	cr423c-czb	u	2022-04-29T17:59:00Z	0	0.0	0.0	0.0	21	813.0
brendan	this study:10.1029/2018GC007946	average of multiple measurements	0.8	222.8	-11.4	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		1.015e-07	2.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-79	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	79	pmagpy-4.2.100	cr423c-czb	u	2022-04-29T20:47:00Z	0	0.0	0.0	0.0	22	823.0
brendan	this study:10.1029/2018GC007946		0.3	224.4	-14.6	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		7.804e-08	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-80	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	80	pmagpy-4.2.100	cr423c-czb	u	2022-05-03T13:08:00Z	0	0.0	0.0	0.0	23	833.0
brendan	this study:10.1029/2018GC007946		1.9	227.6	-19.4	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		5.735e-08	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-81	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	81	pmagpy-4.2.100	cr423c-czb	u	2022-05-03T15:18:00Z	0	0.0	0.0	0.0	24	843.0
brendan	this study:10.1029/2018GC007946		0.8	228.5	-26.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		4.208e-08	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-82	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	82	pmagpy-4.2.100	cr423c-czb	u	2022-05-03T17:43:00Z	0	0.0	0.0	0.0	25	853.0
brendan	this study:10.1029/2018GC007946		0.7	229.9	-35.2	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.045e-08	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-83	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	83	pmagpy-4.2.100	cr423c-czb	u	2022-05-03T20:02:00Z	0	0.0	0.0	0.0	26	863.0
brendan	this study:10.1029/2018GC007946		0.2	238.1	-55.9	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		2.054e-08	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-84	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	84	pmagpy-4.2.100	cr423c-czb	u	2022-05-04T11:31:00Z	0	0.0	0.0	0.0	27	873.0
brendan	this study:10.1029/2018GC007946		0.5	221.4	-0.7	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		3.459e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-85	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	85	pmagpy-4.2.100	jm009c-czb	u	2022-04-07T18:55:00Z	0	3e-05	0.0	-90.0	0	873.0
brendan	this study:10.1029/2018GC007946		1.1	264.8	-1.9	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.384e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-86	LT-NO:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	86	pmagpy-4.2.100	jm009c-czb	u	2022-04-13T09:37:00Z	0	0.0	0.0	0.0	1	273.0
brendan	this study:10.1029/2018GC007946		1.3	261.9	-1.8	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.401e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-87	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	87	pmagpy-4.2.100	jm009c-czb	u	2022-04-13T11:53:00Z	0	0.0	0.0	0.0	2	373.0
brendan	this study:10.1029/2018GC007946		0.4	260.8	-1.7	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.412e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-88	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	88	pmagpy-4.2.100	jm009c-czb	u	2022-04-13T17:11:00Z	0	0.0	0.0	0.0	3	473.0
brendan	this study:10.1029/2018GC007946		0.7	254.8	-1.7	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.437e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-89	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	89	pmagpy-4.2.100	jm009c-czb	u	2022-04-15T14:44:00Z	0	0.0	0.0	0.0	4	573.0
brendan	this study:10.1029/2018GC007946		0.5	251.4	-1.6	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.456e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-90	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	90	pmagpy-4.2.100	jm009c-czb	u	2022-04-15T17:14:00Z	0	0.0	0.0	0.0	5	623.0
brendan	this study:10.1029/2018GC007946		0.9	248.4	-1.8	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.477e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-91	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	91	pmagpy-4.2.100	jm009c-czb	u	2022-04-19T12:34:00Z	0	0.0	0.0	0.0	6	673.0
brendan	this study:10.1029/2018GC007946		0.5	246.2	-1.5	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.51e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-92	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	92	pmagpy-4.2.100	jm009c-czb	u	2022-04-19T15:08:00Z	0	0.0	0.0	0.0	7	698.0
brendan	this study:10.1029/2018GC007946		0.6	242.5	-1.5	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.537e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-93	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	93	pmagpy-4.2.100	jm009c-czb	u	2022-04-19T17:20:00Z	0	0.0	0.0	0.0	8	723.0
brendan	this study:10.1029/2018GC007946		0.9	243.4	-1.6	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.536e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-94	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	94	pmagpy-4.2.100	jm009c-czb	u	2022-04-19T19:20:00Z	0	0.0	0.0	0.0	9	733.0
brendan	this study:10.1029/2018GC007946		0.9	242.2	-1.3	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.544e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-95	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	95	pmagpy-4.2.100	jm009c-czb	u	2022-04-20T11:48:00Z	0	0.0	0.0	0.0	10	743.0
brendan	this study:10.1029/2018GC007946		0.4	240.1	-1.3	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.57e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-96	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	96	pmagpy-4.2.100	jm009c-czb	u	2022-04-20T13:45:00Z	0	0.0	0.0	0.0	11	753.0
brendan	this study:10.1029/2018GC007946		0.7	238.6	-1.2	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.598e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-97	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	97	pmagpy-4.2.100	jm009c-czb	u	2022-04-20T15:52:00Z	0	0.0	0.0	0.0	12	758.0
brendan	this study:10.1029/2018GC007946		0.9	235.4	-1.1	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.63e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-98	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	98	pmagpy-4.2.100	jm009c-czb	u	2022-04-21T18:13:00Z	0	0.0	0.0	0.0	13	763.0
brendan	this study:10.1029/2018GC007946		0.8	234.1	-1.2	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.666e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-99	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	99	pmagpy-4.2.100	jm009c-czb	u	2022-04-26T12:19:00Z	0	0.0	0.0	0.0	14	768.0
brendan	this study:10.1029/2018GC007946		0.5	233.2	-1.1	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.684e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-100	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	100	pmagpy-4.2.100	jm009c-czb	u	2022-04-26T14:54:00Z	0	0.0	0.0	0.0	15	773.0
brendan	this study:10.1029/2018GC007946		0.6	228.1	-1.1	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.753e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-101	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	101	pmagpy-4.2.100	jm009c-czb	u	2022-04-26T17:19:00Z	0	0.0	0.0	0.0	16	778.0
brendan	this study:10.1029/2018GC007946		0.5	225.5	-1.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.689e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-102	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	102	pmagpy-4.2.100	jm009c-czb	u	2022-04-26T19:48:00Z	0	0.0	0.0	0.0	17	783.0
brendan	this study:10.1029/2018GC007946		0.5	223.8	-0.8	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.337e-07	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-103	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	103	pmagpy-4.2.100	jm009c-czb	u	2022-04-27T12:09:00Z	0	0.0	0.0	0.0	18	788.0
brendan	this study:10.1029/2018GC007946		0.6	224.9	-0.9	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		8.677e-08	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-104	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	104	pmagpy-4.2.100	jm009c-czb	u	2022-04-27T14:55:00Z	0	0.0	0.0	0.0	19	793.0
brendan	this study:10.1029/2018GC007946		0.4	231.1	-3.9	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		2.67e-08	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-105	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	105	pmagpy-4.2.100	jm009c-czb	u	2022-04-27T19:23:00Z	0	0.0	0.0	0.0	20	803.0
brendan	this study:10.1029/2018GC007946		0.5	237.5	-4.4	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.707e-08	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-106	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	106	pmagpy-4.2.100	jm009c-czb	u	2022-04-29T17:53:00Z	0	0.0	0.0	0.0	21	813.0
brendan	this study:10.1029/2018GC007946		0.6	242.7	-6.2	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		1.241e-08	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-107	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	107	pmagpy-4.2.100	jm009c-czb	u	2022-04-29T20:42:00Z	0	0.0	0.0	0.0	22	823.0
brendan	this study:10.1029/2018GC007946		0.7	254.2	-10.4	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		9.078e-09	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-108	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	108	pmagpy-4.2.100	jm009c-czb	u	2022-05-03T13:01:00Z	0	0.0	0.0	0.0	23	833.0
brendan	this study:10.1029/2018GC007946		0.7	266.1	-10.6	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		5.837e-09	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-109	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	109	pmagpy-4.2.100	jm009c-czb	u	2022-05-03T15:13:00Z	0	0.0	0.0	0.0	24	843.0
brendan	this study:10.1029/2018GC007946		1.1	292.7	-14.5	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		4.585e-09	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-110	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	110	pmagpy-4.2.100	jm009c-czb	u	2022-05-03T17:38:00Z	0	0.0	0.0	0.0	25	853.0
brendan	this study:10.1029/2018GC007946		1.0	315.6	-14.3	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		3.724e-09	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-111	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	111	pmagpy-4.2.100	jm009c-czb	u	2022-05-03T19:58:00Z	0	0.0	0.0	0.0	26	863.0
brendan	this study:10.1029/2018GC007946		1.3	320.7	-15.2	Jm009c-czb_LP-PI-TRM_LP-PI-ZI		4.062e-09	3.0	273.0	Jm009c-czb_LP-PI-TRM_LP-PI-ZI-112	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	112	pmagpy-4.2.100	jm009c-czb	u	2022-05-04T11:25:00Z	0	0.0	0.0	0.0	27	873.0
brendan	this study:10.1029/2018GC007946		0.2	175.4	-3.2	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		1.828e-07	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-113	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	113	pmagpy-4.2.100	jm009d-czb	u	2022-04-07T18:56:00Z	0	3e-05	0.0	-90.0	0	873.0
brendan	this study:10.1029/2018GC007946		0.3	25.1	-39.1	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		9.339e-09	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-114	LT-NO:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	114	pmagpy-4.2.100	jm009d-czb	u	2022-04-13T09:38:00Z	0	0.0	0.0	0.0	1	273.0
brendan	this study:10.1029/2018GC007946		0.5	33.0	-45.9	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		8.073e-09	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-115	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	115	pmagpy-4.2.100	jm009d-czb	u	2022-04-13T11:54:00Z	0	0.0	0.0	0.0	2	373.0
brendan	this study:10.1029/2018GC007946		0.2	73.2	-59.4	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		6.708e-09	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-116	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	116	pmagpy-4.2.100	jm009d-czb	u	2022-04-13T17:13:00Z	0	0.0	0.0	0.0	3	473.0
brendan	this study:10.1029/2018GC007946		0.5	147.0	-41.1	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		8.774e-09	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-117	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	117	pmagpy-4.2.100	jm009d-czb	u	2022-04-15T14:45:00Z	0	0.0	0.0	0.0	4	573.0
brendan	this study:10.1029/2018GC007946		0.3	162.3	-23.8	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		1.43e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-118	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	118	pmagpy-4.2.100	jm009d-czb	u	2022-04-15T17:14:00Z	0	0.0	0.0	0.0	5	623.0
brendan	this study:10.1029/2018GC007946		0.2	169.6	-15.1	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		2.23e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-119	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	119	pmagpy-4.2.100	jm009d-czb	u	2022-04-19T12:35:00Z	0	0.0	0.0	0.0	6	673.0
brendan	this study:10.1029/2018GC007946		0.3	171.3	-12.6	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		2.698e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-120	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	120	pmagpy-4.2.100	jm009d-czb	u	2022-04-19T15:09:00Z	0	0.0	0.0	0.0	7	698.0
brendan	this study:10.1029/2018GC007946		0.3	171.7	-10.4	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		3.286e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-121	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	121	pmagpy-4.2.100	jm009d-czb	u	2022-04-19T17:21:00Z	0	0.0	0.0	0.0	8	723.0
brendan	this study:10.1029/2018GC007946		0.5	171.7	-9.6	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		3.596e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-122	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	122	pmagpy-4.2.100	jm009d-czb	u	2022-04-19T19:21:00Z	0	0.0	0.0	0.0	9	733.0
brendan	this study:10.1029/2018GC007946		0.6	173.2	-8.5	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		3.962e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-123	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	123	pmagpy-4.2.100	jm009d-czb	u	2022-04-20T11:49:00Z	0	0.0	0.0	0.0	10	743.0
brendan	this study:10.1029/2018GC007946		0.3	174.0	-7.8	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		4.438e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-124	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	124	pmagpy-4.2.100	jm009d-czb	u	2022-04-20T13:46:00Z	0	0.0	0.0	0.0	11	753.0
brendan	this study:10.1029/2018GC007946		0.2	174.3	-7.3	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		4.747e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-125	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	125	pmagpy-4.2.100	jm009d-czb	u	2022-04-20T15:53:00Z	0	0.0	0.0	0.0	12	758.0
brendan	this study:10.1029/2018GC007946		1.2	174.1	-6.6	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		5.175e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-126	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	126	pmagpy-4.2.100	jm009d-czb	u	2022-04-21T18:14:00Z	0	0.0	0.0	0.0	13	763.0
brendan	this study:10.1029/2018GC007946		0.7	177.0	-5.8	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		5.788e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-127	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	127	pmagpy-4.2.100	jm009d-czb	u	2022-04-26T12:20:00Z	0	0.0	0.0	0.0	14	768.0
brendan	this study:10.1029/2018GC007946		1.0	176.3	-5.5	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		6.446e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-128	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	128	pmagpy-4.2.100	jm009d-czb	u	2022-04-26T14:54:00Z	0	0.0	0.0	0.0	15	773.0
brendan	this study:10.1029/2018GC007946		0.5	177.1	-4.7	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		7.084e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-129	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	129	pmagpy-4.2.100	jm009d-czb	u	2022-04-26T17:19:00Z	0	0.0	0.0	0.0	16	778.0
brendan	this study:10.1029/2018GC007946		0.7	175.9	-4.7	Jm009d-czb_LP-PI-TRM_LP-PI-ZI		6.918e-08	3.0	273.0	Jm009d-czb_LP-PI-TRM_LP-PI-ZI-130	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	130	pmagpy-4.2.100	jm009d-czb	u	2022-04-26T19:49:00Z	0	0.0	0.0	0.0	17	783.0
